,cnLibCat,ecoCat
25695,V211.746,工程和技术研究与试验发展
25696,V263,航空航天器制造
25697,V553,航空航天器制造
25698,V351.32,航空运输辅助活动
25699,"[O342, V214]",工程和技术研究与试验发展
25700,"[TB332, V257.13]",工程和技术研究与试验发展
25701,V271.7,航空航天器制造
25702,V520.1,航空航天器制造
25703,V556,航空航天器制造
25704,V421,航空航天器制造
25705,V267.4,航空航天器制造
25706,"[TG135.2, TH131.9, V261.97]",有色金属合金制造
25707,V215.21,工程和技术研究与试验发展
25708,"[TH238, V351.35]",航空运输辅助活动
25709,"[TH715.1, V262]",航空航天器制造
25710,"[V232.3, V261.61]",航空航天器制造
25711,V215.6,工程和技术研究与试验发展
25712,"[V274, V243.5]",航空航天器制造
25713,V415,工程和技术研究与试验发展
25714,V255.2,航空航天器制造
25715,V439.2,航空航天器制造
25716,V261.93,电子和电工机械专用设备制造
25717,V257,合成材料制造
25718,"[TB332, V254.11, V257.13]",合成材料制造
25719,V227.7,航空航天器制造
25720,"[TB383, V418]",自然科学研究与试验发展
25721,"[TH166, V260.2]","[航空航天器制造, 公共软件服务]"
25722,X830.2,技术检测
25723,X51,环境监测
25724,X820.3,社会人文科学研究与试验发展
25725,X703.1,环境治理
25726,X703,自然科学研究与试验发展
25727,X327,工程技术与规划管理
25728,X705,环境治理
25729,X853,专用仪器仪表制造
25730,X830.5,环境监测
25731,X77,环境治理
25732,X703,污水处理及其再生利用
25733,X703.5,污水处理及其再生利用
25734,X703,污水处理及其再生利用
25735,X52,环境治理
25736,X703,污水处理及其再生利用
25737,X703,污水处理及其再生利用
25738,X703,污水处理及其再生利用
25739,X171.4,工程和技术研究与试验发展
25740,X758,环境治理
25741,X713,环境治理
25742,X703.3,环保、社会公共安全及其他专用设备制造
25743,X832,环境监测
25744,X84,环境监测
25745,X703.1,污水处理及其再生利用
25746,X171.4,工程和技术研究与试验发展
25747,X751,环境治理
25748,X505,污水处理及其再生利用
25749,X506,环境治理
25750,X513,环境治理
25751,X522,环境治理
25752,X703.1,污水处理及其再生利用
25753,"[X703, X505]",污水处理及其再生利用
25754,X505,污水处理及其再生利用
25755,X703.1,污水处理及其再生利用
25756,X703,污水处理及其再生利用
25757,X703,污水处理及其再生利用
25758,X756,环境治理
25759,X705,环境治理
25760,X703.1,污水处理及其再生利用
25761,X51,环境治理
25762,X522,环境治理
25763,"[X703, X701]",污水处理及其再生利用
25764,"[X703, X787]",污水处理及其再生利用
25765,"[TM621.73, X701]",环保、社会公共安全及其他专用设备制造
25766,X84,环境监测
25767,X705,环境治理
25768,X53,环境治理
25769,X701,环境治理
25770,X820.3,环境监测
25771,X705,环境治理
25772,X705,环境治理
25773,X703,污水处理及其再生利用
25774,X171.4,工程和技术研究与试验发展
25775,X703,污水处理及其再生利用
25776,"[TF806.7, X701]","[工程和技术研究与试验发展, 环境治理]"
25777,X-654,出版业
25778,"[TP319, X701.3]",公共软件服务
25779,X832,环境监测
25780,X703,污水处理及其再生利用
25781,X703,污水处理及其再生利用
25782,X703,污水处理及其再生利用
25783,X831,环境监测
25784,X523,环境治理
25785,X703.1,污水处理及其再生利用
25786,"[X853, X84]","[专用仪器仪表制造, 环境监测]"
25787,X703.5,污水处理及其再生利用
25788,X703.5,污水处理及其再生利用
25789,"[X794, X703]","[环境治理, 污水处理及其再生利用]"
25790,X706,环境治理
25791,X705,环境治理
25792,X703,污水处理及其再生利用
25793,X84,环境监测
25794,X703.1,污水处理及其再生利用
25795,X703.1,污水处理及其再生利用
25796,X16,工程和技术研究与试验发展
25797,X703.1,污水处理及其再生利用
25798,X831,环境监测
25799,X703,污水处理及其再生利用
25800,X834,环境监测
25801,X703.1,污水处理及其再生利用
25802,X171.4,工程和技术研究与试验发展
25803,X924.3,环保、社会公共安全及其他专用设备制造
25804,X703.5,污水处理及其再生利用
25805,X701,环境治理
25806,X505,污水处理及其再生利用
25807,X703.1,污水处理及其再生利用
25808,"[TK229.66, X701]",锅炉及原动机制造
25809,X705,环境治理
25810,X705,环境治理
25811,X703,污水处理及其再生利用
25812,X924.2,环保、社会公共安全及其他专用设备制造
25813,X703,污水处理及其再生利用
25814,X820.3,环境监测
25815,X837,环境监测
25816,"[TN86, X701.2]","[广播电视设备制造, 环保、社会公共安全及其他专用设备制造]"
25817,X703,污水处理及其再生利用
25818,X832,环境监测
25819,X703,污水处理及其再生利用
25820,X831,环境监测
25821,X703,污水处理及其再生利用
25822,X505,污水处理及其再生利用
25823,X831,环境监测
25824,X703.1,污水处理及其再生利用
25825,X515,环境治理
25826,X705,环境治理
25827,"[TM621.73, X701]",环保、社会公共安全及其他专用设备制造
25828,X505,污水处理及其再生利用
25829,X701,环境治理
25830,X820.3,环境监测
25831,X703,污水处理及其再生利用
25832,X701,环境治理
25833,X52,环境治理
25834,X705,环境治理
25835,X924.2,环保、社会公共安全及其他专用设备制造
25836,"[X791, X703, X701]","[环境治理, 污水处理及其再生利用]"
25837,X787,环境治理
25838,X703,污水处理及其再生利用
25839,X712,环境治理
25840,X701.2,环境治理
25841,X53,环境治理
25842,X703,污水处理及其再生利用
25843,X84,环境监测
25844,X145,工程和技术研究与试验发展
25845,X832,环境监测
25846,"[X505, X703.1]",污水处理及其再生利用
25847,X705,环境治理
25848,X703,污水处理及其再生利用
25849,X705,环境治理
25850,"[X853, X84]","[专用仪器仪表制造, 环境监测]"
25851,X703.1,污水处理及其再生利用
25852,"[X794, X703]","[环境治理, 污水处理及其再生利用]"
25853,X703.5,污水处理及其再生利用
25854,X703,污水处理及其再生利用
25855,"[TP319, X701.3]",公共软件服务
25856,X831,环境监测
25857,X703.1,污水处理及其再生利用
25858,X703.5,污水处理及其再生利用
25859,X703.1,污水处理及其再生利用
25860,X51,环境治理
25861,X703.1,污水处理及其再生利用
25862,X145,工程和技术研究与试验发展
25863,X513,环境治理
25864,X703.1,污水处理及其再生利用
25865,X703,污水处理及其再生利用
25866,X84,环境监测
25867,X703,污水处理及其再生利用
25868,X834,环境监测
25869,X523,环境治理
25870,X703.1,污水处理及其再生利用
25871,X-654,出版业
25872,"[TF806.7, X701]","[工程和技术研究与试验发展, 环境治理]"
25873,X171.4,工程和技术研究与试验发展
25874,X16,工程和技术研究与试验发展
25875,X703.1,污水处理及其再生利用
25876,X701.3,环境治理
25877,X591,环境治理
25878,X928.7,环保、社会公共安全及其他专用设备制造
25879,X703.5,污水处理及其再生利用
25880,X773,环境治理
25881,X705,环境治理
25882,"[X703.1, X791]",污水处理及其再生利用
25883,X703.1,污水处理及其再生利用
25884,X505,污水处理及其再生利用
25885,X703.1,污水处理及其再生利用
25886,X706,环境治理
25887,X703.1,污水处理及其再生利用
25888,X758,环境治理
25889,X832,环境监测
25890,X171.4,工程和技术研究与试验发展
25891,X834,环境监测
25892,X171,工程和技术研究与试验发展
25893,X799.3,环境治理
25894,X701,环境治理
25895,X703.1,污水处理及其再生利用
25896,X924.3,环保、社会公共安全及其他专用设备制造
25897,X171.4,工程和技术研究与试验发展
25898,X16,工程和技术研究与试验发展
25899,X703,污水处理及其再生利用
25900,X830.2,环境监测
25901,"[X524, X832]",环境治理
25902,X703.1,污水处理及其再生利用
25903,X834,环境监测
25904,"[X703.1, X791]",污水处理及其再生利用
25905,X706,环境治理
25906,X703.1,污水处理及其再生利用
25907,X830.2,环境监测
25908,X703,污水处理及其再生利用
25909,X522,环境治理
25910,X703,污水处理及其再生利用
25911,X171.4,工程和技术研究与试验发展
25912,X853,专用仪器仪表制造
25913,X703,污水处理及其再生利用
25914,X832,环境监测
25915,X758,环境治理
25916,X505,污水处理及其再生利用
25917,X522,环境治理
25918,X703.1,污水处理及其再生利用
25919,X703.1,污水处理及其再生利用
25920,X703,污水处理及其再生利用
25921,"[X703, X741]",污水处理及其再生利用
25922,X705,环境治理
25923,X701.2,环保、社会公共安全及其他专用设备制造
25924,X703.5,污水处理及其再生利用
25925,X703,污水处理及其再生利用
25926,X84,环境监测
25927,X701.2,环保、社会公共安全及其他专用设备制造
25928,"[X799.3, X701.2]","[环境治理, 环保、社会公共安全及其他专用设备制造]"
25929,X171,工程和技术研究与试验发展
25930,X513,环境治理
25931,X701.2,环保、社会公共安全及其他专用设备制造
25932,"[X793, X703]","[环境治理, 污水处理及其再生利用]"
25933,X703,污水处理及其再生利用
25934,X515,环境治理
25935,"[X791, X703]","[环境治理, 污水处理及其再生利用]"
25936,X924.3,环保、社会公共安全及其他专用设备制造
25937,X703.1,污水处理及其再生利用
25938,X799.3,环境治理
25939,X17,工程和技术研究与试验发展
25940,X703,污水处理及其再生利用
25941,"[X703, X793]",污水处理及其再生利用
25942,X505,污水处理及其再生利用
25943,X830.2,环境监测
25944,X703,污水处理及其再生利用
25945,X701,环境治理
25946,X703.5,污水处理及其再生利用
25947,X713,环境治理
25948,X515,环境治理
25949,X924.3,环保、社会公共安全及其他专用设备制造
25950,X799.3,环境治理
25951,X17,工程和技术研究与试验发展
25952,X84,环境监测
25953,X837,环境监测
25954,X703,污水处理及其再生利用
25955,X833,环境监测
25956,X705,环境治理
25957,X783.4,环境治理
25958,X853,专用仪器仪表制造
25959,X327,工程技术与规划管理
25960,X503.1,工程和技术研究与试验发展
25961,X832,环境监测
25962,X703,污水处理及其再生利用
25963,X701.2,环境治理
25964,X705,环境治理
25965,X837,环境监测
25966,X712,环境治理
25967,X820.3,环境监测
25968,X924.2,环保、社会公共安全及其他专用设备制造
25969,X703,污水处理及其再生利用
25970,X703,污水处理及其再生利用
25971,"[X505, X703.1]",污水处理及其再生利用
25972,X832,环境监测
25973,X703.1,污水处理及其再生利用
25974,X515,环境治理
25975,X505,污水处理及其再生利用
25976,X705,环境治理
25977,"[TN86, X701.2]","[广播电视设备制造, 环保、社会公共安全及其他专用设备制造]"
25978,X831,环境监测
25979,X505,污水处理及其再生利用
25980,X924.2,环保、社会公共安全及其他专用设备制造
25981,X52,环境治理
25982,X522,环境治理
25983,X703.1,污水处理及其再生利用
25984,X703.3,环保、社会公共安全及其他专用设备制造
25985,X52,环境治理
25986,X506,环境治理
25987,X703.1,污水处理及其再生利用
25988,X703,污水处理及其再生利用
25989,X832,环境监测
25990,X87,环境监测
25991,X506,环境治理
25992,X71,环境治理
25993,X853,专用仪器仪表制造
25994,X522,环境治理
25995,X751,环境治理
25996,X703,污水处理及其再生利用
25997,"[X505, X703.1]",污水处理及其再生利用
25998,X505,污水处理及其再生利用
25999,X701,环境治理
26000,X705,环境治理
26001,X327,工程和技术研究与试验发展
26002,X513,环境治理
26003,X701.2,环保、社会公共安全及其他专用设备制造
26004,X321,工程技术与规划管理
26005,"[X799.3, X701.2]","[环境治理, 环保、社会公共安全及其他专用设备制造]"
26006,"[X793, X703]","[环境治理, 污水处理及其再生利用]"
26007,X773,环境治理
26008,X832,环境监测
26009,X703,污水处理及其再生利用
26010,X736,环境治理
26011,X171.4,工程和技术研究与试验发展
26012,X703,污水处理及其再生利用
26013,X171.4,工程和技术研究与试验发展
26014,X832,环境监测
26015,X705,环境治理
26016,X51,环境治理
26017,X52,环境治理
26018,X505,污水处理及其再生利用
26019,X799.1,环境治理
26020,X701.2,环保、社会公共安全及其他专用设备制造
26021,X701,环境治理
26022,X703,污水处理及其再生利用
26023,X703.1,污水处理及其再生利用
26024,"[X361, TP319]","[自然保护, 公共软件服务]"
26025,X522,环境治理
26026,X703.1,污水处理及其再生利用
26027,X703.1,污水处理及其再生利用
26028,X171.4,工程和技术研究与试验发展
26029,X783,环境治理
26030,X703,污水处理及其再生利用
26031,X703.1,污水处理及其再生利用
26032,X505,污水处理及其再生利用
26033,X703.1,污水处理及其再生利用
26034,X701.2,环保、社会公共安全及其他专用设备制造
26035,"[TD94, X703]","[烟煤和无烟煤的开采洗选, 污水处理及其再生利用]"
26036,X52,环境治理
26037,X703,污水处理及其再生利用
26038,"[X791, X703]","[环境治理, 污水处理及其再生利用]"
26039,X701,环境治理
26040,X703,污水处理及其再生利用
26041,"[X703.1, X793]",污水处理及其再生利用
26042,X524,环境治理
26043,X703.5,污水处理及其再生利用
26044,X53,环境治理
26045,X703.1,污水处理及其再生利用
26046,"[X713, X701]",环境治理
26047,X703.3,环保、社会公共安全及其他专用设备制造
26048,X703,污水处理及其再生利用
26049,X513,环境治理
26050,X703,污水处理及其再生利用
26051,X703.5,污水处理及其再生利用
26052,"[X791, X703]","[环境治理, 污水处理及其再生利用]"
26053,X703.1,污水处理及其再生利用
26054,"[X703.1, X591]",污水处理及其再生利用
26055,"[X84, TP319]",环境监测
26056,X703.1,污水处理及其再生利用
26057,X703,污水处理及其再生利用
26058,X791,环境治理
26059,X703.3,环保、社会公共安全及其他专用设备制造
26060,X522,环境治理
26061,X703,污水处理及其再生利用
26062,X703.3,环保、社会公共安全及其他专用设备制造
26063,"[X361, TP319]","[自然保护, 公共软件服务]"
26064,X703.5,污水处理及其再生利用
26065,X53,环境治理
26066,X703.5,污水处理及其再生利用
26067,"[X84, TP319]",环境监测
26068,X703,污水处理及其再生利用
26069,X703,污水处理及其再生利用
26070,X703,污水处理及其再生利用
26071,X52,环境治理
26072,X832,环境监测
26073,X736,环境治理
26074,X176,自然保护
26075,X705,环境治理
26076,X701.7,环境治理
26077,X832,环境监测
26078,X171.4,工程和技术研究与试验发展
26079,"[X505, X703.1]",污水处理及其再生利用
26080,X773,环境治理
26081,X53,环境治理
26082,X53,环境治理
26083,X701.7,环境治理
26084,X701.3,环境治理
26085,X176,自然保护
26086,X924.3,环保、社会公共安全及其他专用设备制造
26087,X171.4,工程和技术研究与试验发展
26088,X55,环境治理
26089,X84,环境监测
26090,X734.2,环境治理
26091,"[TQ440.6, X705]",工程和技术研究与试验发展
26092,X701,环境治理
26093,X703,污水处理及其再生利用
26094,X703.1,污水处理及其再生利用
26095,X53,环境治理
26096,X703.1,污水处理及其再生利用
26097,X327,工程技术与规划管理
26098,X703.5,污水处理及其再生利用
26099,X703.3,环保、社会公共安全及其他专用设备制造
26100,X701.2,环保、社会公共安全及其他专用设备制造
26101,X84,环境监测
26102,X701.3,环境治理
26103,X171.4,工程和技术研究与试验发展
26104,X799.3,环境治理
